Job_Description,JobType
"We need a Cybersecurity Analyst to support our IT infrastructure. Tasks include manage cloud resources and costs, configure and manage firewalls, and ensuring uptime of firewalls systems. Certified Ethical Hacker (CEH) preferred.",Jobs – IT
"Seeking a Machine Learning Engineer to design, build and maintain Docker systems. You will work closely with platform teams on perform security audits. Must be proficient in TCP/IP. Remote-friendly position.",Jobs – IT
"Looking for a skilled QA Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Ansible and Git required.",Jobs – IT
"We are expanding our cloud team and need a Machine Learning Engineer. Daily tasks: monitor system performance and uptime, collaborate with cross-functional teams, perform security audits. Stack: Java, REST APIs.",Jobs – IT
We are hiring a DevOps Engineer to join our DevOps team. The ideal candidate has 6 years of experience with React Native and VMware. Responsibilities include develop and deploy web applications and maintain server infrastructure. PMP certification is a plus.,Jobs – IT
"CloudSystems Inc. is looking for a Site Reliability Engineer. Key responsibilities: design database schemas, perform security audits. Required skills: Kotlin, Git, cybersecurity best practices. Competitive salary and benefits.",Jobs – IT
"We are expanding our platform team and need a DevOps Engineer. Daily tasks: manage cloud resources and costs, write clean and maintainable code, maintain server infrastructure. Stack: Terraform, Windows Server.",Jobs – IT
Remote Infrastructure Engineer position available. Must have hands-on experience with Azure and MongoDB. You will implement security best practices and work with the security team.,Jobs – IT
Junior IT Help Desk Technician position available. Ideal for someone looking to start a career in technology.,Jobs – IT
"Hiring a Python Developer for our technology team. Opportunity to learn, grow and work on real-world projects.",Jobs – IT
"Data Analyst needed for a fast-growing tech company. Must have strong knowledge of Flutter, Git, and containerization. You will be responsible for automate deployment pipelines, write clean and maintainable code, and maintain server infrastructure.",Jobs – IT
Join our engineering team as a IT Help Desk Technician. We need someone experienced in iOS to handle design database schemas and configure and manage firewalls. Experience with bash scripting and containerization is required.,Jobs – IT
"Seeking a Data Engineer to design, build and maintain firewalls systems. You will work closely with security teams on configure and manage firewalls. Must be proficient in TCP/IP. Remote-friendly position.",Jobs – IT
"Cybersecurity Analyst needed for a fast-growing tech company. Must have strong knowledge of networking protocols, VMware, and cybersecurity best practices. You will be responsible for automate deployment pipelines, perform security audits, and develop and deploy web applications.",Jobs – IT
"Hiring a DevOps Engineer for our technology team. Opportunity to learn, grow and work on real-world projects.",Jobs – IT
Junior IT Support Specialist position available. Ideal for someone looking to start a career in technology.,Jobs – IT
Data Engineer needed for a growing startup. Entry-level applicants welcome. Training provided.,Jobs – IT
iOS Developer needed for a growing startup. Entry-level applicants welcome. Training provided.,Jobs – IT
Mobile App Developer needed for a growing startup. Entry-level applicants welcome. Training provided.,Jobs – IT
Data Engineer needed for a growing startup. Entry-level applicants welcome. Training provided.,Jobs – IT
Remote Machine Learning Engineer position available. Must have hands-on experience with Kubernetes and Windows Server. You will develop and deploy web applications and work with the security team.,Jobs – IT
Junior Database Administrator position available. Ideal for someone looking to start a career in technology.,Jobs – IT
"Looking for a skilled QA Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Azure and CI/CD pipelines required.",Jobs – IT
"Cybersecurity Analyst needed for a fast-growing tech company. Must have strong knowledge of C#, PostgreSQL, and microservices. You will be responsible for design database schemas, automate deployment pipelines, and design database schemas.",Jobs – IT
Remote Software Engineer position available. Must have hands-on experience with Android and VMware. You will write clean and maintainable code and work with the engineering team.,Jobs – IT
"Looking for a skilled IT Help Desk Technician. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Flutter and cloud services required.",Jobs – IT
"We need a DevOps Engineer to support our IT infrastructure. Tasks include troubleshoot and resolve network issues, collaborate with cross-functional teams, and ensuring uptime of .NET systems. Google Cloud Professional preferred.",Jobs – IT
"CloudSystems Inc. is looking for a Web Developer. Key responsibilities: configure and manage firewalls, automate deployment pipelines. Required skills: Terraform, TCP/IP, load balancers. Competitive salary and benefits.",Jobs – IT
"Frontend Developer needed for a fast-growing tech company. Must have strong knowledge of C#, TCP/IP, and containerization. You will be responsible for configure and manage firewalls, develop and deploy web applications, and write clean and maintainable code.",Jobs – IT
